1.193703835578991401e-01,1.369784164721841169e-01,1.017991079293365381e-01,1.369241313507160995e-01,1.017816530795330882e-01,1.592606985852212942e-01,1.480420942463663847e-01
7.809291400682834283e-02,3.385139650286350665e-02,3.288292181431756722e-02,5.360035075206437405e-02,1.197162430490813501e-01,6.871532627676549265e-02,1.091299148827527543e-01
1.303304019524306467e-01,1.337476810518903325e-01,1.636917655474477984e-01,1.084233608926753051e-01,5.322483530102387062e-02,1.356361776654294027e-01,1.494821522166961958e-01
1.110950969609546396e-01,1.606829262401599512e-01,1.695205065255528387e-01,1.340257976443351706e-01,3.030986790219714067e-02,1.084171747849941997e-01,5.442199108603928970e-02
2.126834493924145697e-02,6.370016389595731243e-02,1.455130839430228695e-01,1.461622879528509666e-01,7.835082141394768274e-02,3.629439084528351955e-02,4.271801562308052969e-02
2.171844385855153936e-02,1.548646967375426620e-01,1.252704619242602235e-01,9.435324869939917813e-02,1.308147607777598864e-01,4.837238041503563735e-02,3.574217261093509679e-02
6.474717632549306656e-02,7.033218723751571977e-02,5.694100581245067905e-02,1.191772229512983727e-01,3.842608513506157175e-02,7.211863083148510600e-02,4.918570188114984587e-02
9.983807155398644051e-02,1.446464683129056739e-01,7.012908042087712124e-02,1.051502186487596469e-01,6.113292381108018092e-02,8.906799851745578200e-02,3.396239159530589635e-02
1.586736219776808676e-01,1.334065993164584019e-01,4.526530050073601652e-02,7.870519929452367280e-02,1.263076557178833548e-01,6.265080292947186602e-02,1.442714872230754231e-01
7.578953425344174544e-02,6.637784029004098474e-02,6.701279613455257689e-02,6.850100636968445289e-02,1.465077283449160439e-01,1.376194387261081009e-01,1.308552747969740915e-01
2.364815745532261593e-02,8.462121856108606455e-02,1.314663549938750176e-01,1.228750765075312945e-01,1.040536254546668427e-01,3.225718165905316903e-02,1.394774897115436119e-01
7.313875802061108045e-02,6.164875719605966697e-02,4.786762076139228217e-02,1.235279940921253650e-01,7.875053209619199690e-02,1.486146576854847079e-01,3.799292125701048128e-02
1.288363972480698894e-01,1.529051814152735944e-01,8.067298723279558992e-02,6.670704452472159263e-02,9.045640865871389102e-02,1.840407627228834997e-02,1.262459259397697986e-01
1.321309866121224974e-01,2.870770496840935326e-02,9.617354361023104647e-02,9.306146231264675328e-02,5.324096864341773538e-02,8.085938384407717616e-02,1.402393032661553574e-01
3.907591987521330523e-02,6.027963387550108743e-02,3.441155101757753521e-02,9.985332766549528949e-02,3.019323235171539332e-02,1.291935221408243850e-01,7.791346633544306288e-02
1.183003965710678618e-01,3.335640144733137413e-02,1.143302594653276827e-01,2.755319662295663274e-02,7.678969248737502196e-02,1.182523734942574345e-01,1.272148627917532859e-01
1.362299430197889683e-01,5.688634451644683510e-02,8.801105197513189871e-02,6.749162022682508866e-02,5.851138422993340527e-02,1.517837538169189426e-01,1.253536747695735698e-01
7.088886015133880059e-02,1.547575960149749075e-01,1.219367572195691751e-01,4.816841117377740344e-02,1.452928499047687616e-01,6.451864502282078639e-02,1.021491684811038358e-01
1.200758531763532755e-01,4.867268157684501162e-02,8.431830863429465306e-02,7.645046552310601207e-02,1.553098430509850525e-01,1.431030004315705373e-01,4.634146363812680081e-02
1.300426170463513664e-01,2.053513617969560112e-02,8.705953933180232696e-02,9.247439941241135386e-02,4.374198549753816057e-02,6.905523059788967744e-02,8.595614099082783677e-02
8.677701921159403087e-02,1.404815059266862343e-01,4.794788786338682884e-02,2.534453774321276942e-02,8.472688091427688084e-02,1.131054506410927724e-01,1.233357743011347651e-01
6.205803519762129183e-02,1.232530357383961328e-01,1.315312775058234407e-01,9.086274553474778248e-02,2.814355719845224035e-02,1.044120540320807172e-01,3.197096127041887392e-02
1.258473956852182718e-01,9.188613489779928756e-02,3.099191355652208824e-02,1.292265792953174175e-01,1.457094886377979237e-01,8.948139751318773261e-02,5.849195259394618374e-02
1.421615458495754103e-01,1.012443199998911414e-01,7.558783126203662273e-02,1.587216903265214474e-01,1.542875996150667728e-01,4.499025113804699938e-02,4.676438141161826101e-02
1.308231204940694115e-01,1.109723295302442042e-01,8.725450621134689388e-02,8.976875240810434919e-02,9.252878518054039048e-02,8.863911817559164130e-02,9.285084525349394935e-02
8.203981773332014171e-02,8.420160494865236434e-02,7.751082950153874440e-02,5.516424475218756340e-02,7.192663363326257109e-02,1.953052516043668474e-02,1.319357186334252641e-01
4.334554466270384987e-02,3.195744024504731939e-02,5.975289010941012280e-02,1.420830007882917800e-01,1.361275897876155494e-01,1.226121402303824715e-01,1.370111734942796033e-01
1.565787948064540913e-01,4.754544874524407883e-02,2.461044972584980339e-02,4.012218323594679559e-02,1.034480113864756218e-01,3.016135628371580113e-02,8.475384733931004555e-02
2.601806412702378779e-02,4.867466385425828213e-02,1.583079940278396824e-01,1.624150567030347991e-01,9.482711742198515759e-02,1.169144649067496433e-01,5.341676575297074625e-02
1.443471690269265695e-01,1.016846828447044992e-01,8.308464877308532892e-02,1.225791648679964985e-01,1.545756195380377229e-01,1.500796814280261349e-01,9.187979927879443010e-02
1.526881156637868719e-01,5.058395575457852456e-02,4.785597604141772488e-02,1.060928395003646330e-02,1.160494719446357459e-01,1.010777261951944506e-01,4.474968803774298509e-02
3.342331558009481451e-02,1.109997698384081188e-01,2.894693326336950090e-02,1.055680748200723967e-01,4.073712054866268639e-02,1.076405356450416961e-01,3.843235178379766914e-02
1.530835593142809703e-01,1.074288166411236506e-01,1.551088088805211984e-01,7.760496043870715455e-02,6.487704702489979769e-02,1.016409209980223827e-01,1.206413829354959777e-01
5.704385201073461364e-02,1.073843194113531796e-01,1.182715824105490809e-01,1.373333273099419660e-01,1.449919536905729389e-01,1.630961603385785996e-01,5.766805370586791657e-02
1.466222928791686142e-01,3.120665328156924101e-02,1.261056045313037610e-01,1.125468736635190370e-01,9.413669188371649732e-02,1.444890360666165052e-01,4.244923946741646636e-02
9.791553769534548646e-02,6.587816307066371446e-02,6.499288161138297437e-02,1.380863728242695820e-01,1.129302880013536847e-01,7.081779105324217949e-02,2.206175136257926273e-02
1.546226966043419138e-01,1.259682768055795654e-01,1.203170334964201171e-01,1.274676327102448603e-01,9.946024519665803976e-02,1.150039812193159872e-01,1.324377260667908840e-01
1.235172810395537280e-01,1.615718352024346216e-01,1.478159753127589737e-01,9.536011023779424056e-02,3.516660736465937465e-02,1.515394896369684496e-01,1.003595048420592439e-01
1.543777757675820483e-01,1.285456057123162965e-01,5.188699852225434062e-02,3.596572732511232884e-02,9.641081999927468560e-02,1.105428038208284419e-01,6.705384499435140810e-02
6.218881293777428487e-02,3.630334226425430133e-02,1.377955099401895478e-01,6.481237830722907933e-02,1.047742308307404585e-01,1.624154036125104450e-01,1.181862407424216499e-01
3.865539997095179814e-02,1.144674236094676834e-01,1.040552867631575062e-01,7.161712032149145091e-02,6.773593783770828769e-02,1.492152527625790204e-01,1.098146859728306307e-01
8.149469130672135075e-02,9.232552736591612130e-02,1.173892161198686612e-01,9.820387989572901266e-02,3.766464467570113106e-02,1.084316702409228728e-01,1.211418234453598697e-01
2.521803238199121777e-02,2.914970561994545406e-02,5.177778832924356811e-02,9.755021933729772499e-02,4.623410607544198303e-02,4.077192466624557365e-02,1.133173335194413572e-01
6.683026748435591524e-02,8.115551419643696196e-02,1.634080380270872546e-01,1.114664906060731236e-01,1.088137833064256460e-01,8.628013337397913429e-02,1.032316831617360042e-01
8.321491522692775478e-02,8.361847233610877894e-02,5.393181237355079705e-02,7.564595237042820441e-02,1.126748941522217051e-01,1.922889899054608387e-02,1.483698499361750800e-01
1.096683205577878156e-01,2.197145833214925181e-02,3.003333595711848991e-02,1.276177414865260484e-01,1.228522157967770201e-01,1.954609681759639228e-02,1.532653388083197732e-01
2.603943286175486316e-02,1.500958567697917023e-01,1.396052239312940979e-01,1.346780066211691884e-01,7.961916217919956518e-02,3.103545670731566730e-02,8.617557632563840886e-02
1.555861108202315490e-01,9.599335225039197506e-02,1.033529988158772978e-01,1.158777255304819509e-01,1.536202084226978570e-01,9.219632502753181968e-02,1.106426735390078075e-01
3.902936758446368115e-02,6.313731393452032270e-02,2.559969095329250877e-02,1.491741615438409441e-01,5.586618051276959207e-02,1.641376713379885666e-01,1.423078494773842295e-01
1.551156861702820966e-01,1.461414690244157155e-01,1.309027509272883416e-01,7.108639084329997082e-02,7.897325087237974661e-02,1.242745041388426397e-01,1.065308903984298200e-01
8.971301487226823745e-02,8.286417763299713801e-02,2.879784999852752492e-02,1.240676526443329764e-01,3.809286644381032483e-02,7.767109062669967645e-02,6.867381974959671509e-02
1.572065429383945334e-01,5.323207429059939599e-02,9.817343329979118238e-02,4.336619270342867427e-02,1.644040711338186633e-01,9.243057993300868302e-02,1.645602126373242324e-01
6.998638002043600093e-02,1.358553747752778706e-01,5.601135850425623119e-02,5.040899019490438504e-02,7.399691253949328140e-02,1.372886143758246524e-01,1.359562406406102375e-01
7.252822840912528934e-02,1.166430506187511873e-01,8.748668490478703208e-02,4.152261945419322142e-02,9.602024596207711649e-02,9.492251648376412443e-02,1.324091973878963324e-01
1.287577985304883821e-01,1.500033437508944134e-01,6.943269227095782981e-02,2.685926255852882916e-02,4.334961555983130044e-02,1.060237889761115881e-01,8.650308671927040005e-02
1.189429391786820944e-01,1.209837704162360084e-01,7.292450307472146676e-02,3.168707594246700232e-02,3.711394275309387591e-02,1.532826084837755065e-01,9.014501883488583445e-02
6.991720934580278324e-02,3.024612814854110709e-02,9.540306779005273963e-02,9.196847104229477488e-02,9.590865959813590913e-02,1.314461935501956835e-01,1.520798063338689166e-01
